timestamp,model,split_type,held_out,accuracy,eer,auroc,session_accuracy,session_auroc,n_sessions,false_accept_unauthorized,false_accept_none,n_train,n_test,notes
2026-09-24T06:29:04.935316+00:00,crossattn,open_set_loo_stranger,divya,0.8776779543883898,0.1354487754858703,0.9371291220126349,0.8387096774193549,0.8708333333333333,31,0.369051138043157,0.005764966740576497,144759,33281,leave-one-unauthorized-person-out
2026-09-24T06:29:04.935539+00:00,crossattn,open_set_loo_stranger,harshitha,0.8940545655259423,0.08717994022218878,0.9716566953179948,0.8214285714285714,0.9270833333333334,28,0.1764932562620424,0.007317073170731708,146335,31705,leave-one-unauthorized-person-out
2026-09-24T06:29:04.935710+00:00,crossattn,open_set_loo_stranger,kishore,0.9292496397827613,0.05431317192053081,0.9823819282376304,0.9583333333333334,1.0,24,0.29891304347826086,0.020842572062084258,150973,27067,leave-one-unauthorized-person-out
2026-09-24T06:29:04.935868+00:00,crossattn,open_set_loo_stranger,manas,0.8845540824458451,0.0956119963517841,0.9562030340047423,0.8076923076923077,0.8687499999999999,26,0.7296058661778185,0.009977827050997782,150434,27606,leave-one-unauthorized-person-out
2026-09-24T06:29:04.936033+00:00,crossattn,open_set_loo_stranger,promoda,0.7965763669602792,0.2652082485385022,0.8352772004982247,0.8333333333333334,0.71875,24,0.9647058823529412,0.012084257206208426,147955,30085,leave-one-unauthorized-person-out
2026-09-24T06:29:04.936204+00:00,crossattn,open_set_loo_stranger,siva,0.8630081450632071,0.060074505620169194,0.9790326213620103,0.7916666666666666,0.9140625,24,0.5161812297734628,0.006762749445676275,150907,27133,leave-one-unauthorized-person-out
2026-09-24T06:29:04.936362+00:00,crossattn,open_set_loo_stranger,sumanth,0.7656187823318743,0.25265463933990057,0.8137276406887012,0.8214285714285714,0.765625,28,0.8187311178247734,0.042350332594235034,147884,30156,leave-one-unauthorized-person-out
2026-09-24T06:29:04.936519+00:00,crossattn,open_set_loo_stranger,vishwa,0.9026784831812341,0.07056566969715278,0.971885020945255,0.9583333333333334,0.9921875,24,0.1341844710786868,0.017184035476718405,147687,30353,leave-one-unauthorized-person-out
2026-09-24T06:45:41.724550+00:00,crossattn,cross_day_loo,2026-09-15,0.7031706941665384,0.2754338771654761,0.7658692348039682,0.7058823529411765,0.7392857142857143,34,0.5377358490566038,0.01878453038674033,165046,12994,leave-one-day-out
2026-09-24T06:45:41.725058+00:00,crossattn,cross_day_loo,2026-09-16,0.6342378899315242,0.25503718396015923,0.7894031668696713,0.6666666666666666,0.7999999999999999,27,0.8496319663512093,0.4793111419325012,158325,19715,leave-one-day-out
2026-09-24T06:45:41.725320+00:00,crossattn,cross_day_loo,2026-09-17,0.7504235399019171,0.24665982309326076,0.8332950494325618,0.6,0.63,20,0.8090680100755667,0.08165809568334112,166825,11215,leave-one-day-out
2026-09-24T06:45:41.725494+00:00,crossattn,cross_day_loo,2026-09-21,0.4977129598939344,0.4634150097313695,0.5708003601395709,0.45,0.6458333333333334,20,0.47026938239159,0.324363849078678,132785,45255,leave-one-day-out
2026-09-24T06:45:41.725641+00:00,crossattn,cross_day_loo,2026-09-22,0.5236492949662956,0.39354848110107077,0.6462137571266519,0.5714285714285714,0.712962962962963,21,0.8724591802732422,0.6555891901377555,89179,88861,leave-one-day-out
2026-09-24T07:01:00.023832+00:00,gnn_subcarrier,open_set_loo_stranger,abdul,0.8537591630751096,0.09219796325680407,0.9459559074779165,0.875,0.75,24,0.9746835443037974,0.018847006651884702,150893,27147,leave-one-unauthorized-person-out
2026-09-24T07:01:00.026157+00:00,gnn_subcarrier,open_set_loo_stranger,divya,0.705928307442685,0.33388823296674475,0.7481814300565576,0.6774193548387096,0.5874999999999999,31,0.857227313035767,0.017738359201773836,144759,33281,leave-one-unauthorized-person-out
2026-09-24T07:01:00.028208+00:00,gnn_subcarrier,open_set_loo_stranger,harshitha,0.7691531304210693,0.24744336322894306,0.8419453029607937,0.7857142857142857,0.7708333333333334,28,0.6913294797687861,0.018292682926829267,146335,31705,leave-one-unauthorized-person-out
2026-09-24T07:01:00.030153+00:00,gnn_subcarrier,open_set_loo_stranger,kishore,0.8528835851775225,0.0899306284990745,0.9444873271056968,0.875,0.75,24,0.9655797101449275,0.019623059866962306,150973,27067,leave-one-unauthorized-person-out
2026-09-24T07:01:00.032108+00:00,gnn_subcarrier,open_set_loo_stranger,manas,0.8181192494385279,0.12110146112079892,0.9261518521942873,0.8076923076923077,0.74375,26,0.842346471127406,0.01851441241685144,150434,27606,leave-one-unauthorized-person-out
2026-09-24T07:01:00.034029+00:00,gnn_subcarrier,open_set_loo_stranger,promoda,0.7833471829815523,0.23973098180099572,0.8173069623205631,0.875,0.6953125,24,0.8352941176470589,0.019068736141906874,147955,30085,leave-one-unauthorized-person-out
2026-09-24T07:01:00.035945+00:00,gnn_subcarrier,open_set_loo_stranger,siva,0.8324549441639332,0.09349827873033537,0.9363609772952057,0.875,0.6484375,24,0.9919093851132686,0.018736141906873616,150907,27133,leave-one-unauthorized-person-out
2026-09-24T07:01:00.037858+00:00,gnn_subcarrier,open_set_loo_stranger,sumanth,0.7513595967634965,0.22593131249726445,0.8517829583317824,0.75,0.796875,28,0.6822301565503982,0.016851441241685146,147884,30156,leave-one-unauthorized-person-out
2026-09-24T07:01:00.039735+00:00,gnn_subcarrier,open_set_loo_stranger,vishwa,0.7904984680262248,0.22290854294258508,0.8526812051404506,0.875,0.84375,24,0.7407503908285565,0.018957871396895788,147687,30353,leave-one-unauthorized-person-out
2026-09-24T07:08:37.514071+00:00,gnn_subcarrier,cross_day_loo,2026-09-15,0.7642758196090503,0.30991162467032934,0.7853104069481006,0.7058823529411765,0.7928571428571429,34,0.9588948787061995,0.02541436464088398,165046,12994,leave-one-day-out
2026-09-24T07:08:37.516177+00:00,gnn_subcarrier,cross_day_loo,2026-09-16,0.8427593203144813,0.20841775090108045,0.8585662008944901,0.7037037037037037,0.5,27,0.9719593410445145,0.0040453074433656954,158325,19715,leave-one-day-out
2026-09-24T07:08:37.518090+00:00,gnn_subcarrier,cross_day_loo,2026-09-17,0.7805617476593848,0.22136429098314497,0.8611513789016261,0.65,0.63,20,0.9722921914357683,0.06763285024154589,166825,11215,leave-one-day-out
2026-09-24T07:08:37.519974+00:00,gnn_subcarrier,cross_day_loo,2026-09-21,0.5132029609987847,0.3708774215958646,0.6989903486620974,0.4,0.5729166666666666,20,0.39372536136662284,0.05220824802573852,132785,45255,leave-one-day-out
2026-09-24T07:08:37.522060+00:00,gnn_subcarrier,cross_day_loo,2026-09-22,0.7724986214424776,0.22565557151947546,0.8462226170822076,0.7142857142857143,0.8055555555555556,21,0.847884038653782,0.15629112924453803,89179,88861,leave-one-day-out
2026-09-24T07:22:22.601960+00:00,radar_cnn,open_set_loo_stranger,abdul,0.7268574796478432,0.23976292675889754,0.8043785081214964,0.7916666666666666,0.765625,24,0.9683544303797469,0.11685144124168514,150893,27147,leave-one-unauthorized-person-out
2026-09-24T07:22:22.604107+00:00,radar_cnn,open_set_loo_stranger,divya,0.6585138667708302,0.3342435642595682,0.6991673699317975,0.6129032258064516,0.7666666666666667,31,0.5931126219331954,0.10254988913525499,144759,33281,leave-one-unauthorized-person-out
2026-09-24T07:22:22.606157+00:00,radar_cnn,open_set_loo_stranger,harshitha,0.7018766756032172,0.2705878466532812,0.7846956253108609,0.75,0.890625,28,0.41772639691714836,0.08991130820399112,146335,31705,leave-one-unauthorized-person-out
2026-09-24T07:22:22.608067+00:00,radar_cnn,open_set_loo_stranger,kishore,0.7133779140650978,0.22847208628768267,0.8191802785990911,0.7916666666666666,0.796875,24,0.9456521739130435,0.09534368070953436,150973,27067,leave-one-unauthorized-person-out
2026-09-24T07:22:22.610081+00:00,radar_cnn,open_set_loo_stranger,manas,0.6739476925306093,0.24657394377115363,0.7908935734750387,0.7307692307692307,0.71875,26,0.9019248395967002,0.07505543237250555,150434,27606,leave-one-unauthorized-person-out
2026-09-24T07:22:22.611976+00:00,radar_cnn,open_set_loo_stranger,promoda,0.7110187801229849,0.2791093608726515,0.7675578680031354,0.8333333333333334,0.9375,24,0.5927170868347339,0.11929046563192905,147955,30085,leave-one-unauthorized-person-out
2026-09-24T07:22:22.613949+00:00,radar_cnn,open_set_loo_stranger,siva,0.7043452622268087,0.22120688915891598,0.8281598999530355,0.7916666666666666,0.8046875,24,0.8948220064724919,0.08414634146341464,150907,27133,leave-one-unauthorized-person-out
2026-09-24T07:22:22.615882+00:00,radar_cnn,open_set_loo_stranger,sumanth,0.6627536808595305,0.29088820191418946,0.762900221821984,0.7142857142857143,0.75,28,0.5839055204614118,0.06685144124168514,147884,30156,leave-one-unauthorized-person-out
2026-09-24T07:22:22.617824+00:00,radar_cnn,open_set_loo_stranger,vishwa,0.7101439725892004,0.2631327925126353,0.78990596206609,0.7916666666666666,0.96875,24,0.48176133402813964,0.09900221729490022,147687,30353,leave-one-unauthorized-person-out
2026-09-24T07:29:59.797531+00:00,radar_cnn,cross_day_loo,2026-09-15,0.5887332615053101,0.4034943902204615,0.6427950344821312,0.5,0.7785714285714286,34,0.8810646900269542,0.5930939226519337,165046,12994,leave-one-day-out
2026-09-24T07:29:59.799722+00:00,radar_cnn,cross_day_loo,2026-09-16,0.7426832361146335,0.213096249525573,0.8437998783561245,0.7037037037037037,0.5944444444444444,27,0.964248159831756,0.2379796578825705,158325,19715,leave-one-day-out
2026-09-24T07:29:59.801710+00:00,radar_cnn,cross_day_loo,2026-09-17,0.7242978154257691,0.2571703299190779,0.7857065670802906,0.55,0.63,20,0.7914357682619647,0.1419666510830606,166825,11215,leave-one-day-out
2026-09-24T07:29:59.803692+00:00,radar_cnn,cross_day_loo,2026-09-21,0.4509335984974036,0.4354232531831619,0.596989935170005,0.45,0.5520833333333333,20,0.3892904073587385,0.10441649605147704,132785,45255,leave-one-day-out
2026-09-24T07:29:59.805637+00:00,radar_cnn,cross_day_loo,2026-09-22,0.6413949876773838,0.35225980381397204,0.7127294417190486,0.7619047619047619,0.8425925925925927,21,0.5540653115628124,0.32256295516363953,89179,88861,leave-one-day-out
