accuracy,balanced_accuracy,precision,recall,f1,confusion_matrix,held_out_date,model,feature,labels,granularity
0.40865384615384615,0.49515625,0.5968992248062015,0.1203125,0.20026007802340703,"[[348, 52], [563, 77]]",2026-09-24,random_forest,doppler,shuffled_6,window
0.38461538461538464,0.5,0.0,0.0,0.0,"[[5, 0], [8, 0]]",2026-09-24,random_forest,doppler,shuffled_6,session
0.659206510681587,0.51636172353856,0.6617647058823529,0.9797822706065319,0.7899686520376176,"[[18, 322], [13, 630]]",2026-09-15,svm,doppler,shuffled_7,window
0.6428571428571429,0.5,0.6428571428571429,1.0,0.782608695652174,"[[0, 5], [0, 9]]",2026-09-15,svm,doppler,shuffled_7,session
0.6581892166836215,0.660417619613942,0.7879924953095685,0.6531881804043546,0.7142857142857143,"[[227, 113], [223, 420]]",2026-09-15,random_forest,doppler,shuffled_7,window
0.6428571428571429,0.6777777777777778,0.8333333333333334,0.5555555555555556,0.6666666666666666,"[[4, 1], [4, 5]]",2026-09-15,random_forest,doppler,shuffled_7,session
0.7411764705882353,0.5094724220623501,0.7470010905125409,0.9856115107913669,0.8498759305210918,"[[8, 232], [10, 685]]",2026-09-16,svm,doppler,shuffled_7,window
0.7692307692307693,0.5,0.7692307692307693,1.0,0.8695652173913043,"[[0, 3], [0, 10]]",2026-09-16,svm,doppler,shuffled_7,session
0.6598930481283423,0.7043914868105515,0.8968421052631579,0.6129496402877698,0.7282051282051282,"[[191, 49], [269, 426]]",2026-09-16,random_forest,doppler,shuffled_7,window
0.6923076923076923,0.8,1.0,0.6,0.75,"[[3, 0], [4, 6]]",2026-09-16,random_forest,doppler,shuffled_7,session
0.518348623853211,0.518348623853211,0.5099009900990099,0.944954128440367,0.662379421221865,"[[20, 198], [12, 206]]",2026-09-17,svm,doppler,shuffled_7,window
0.5,0.5,0.5,1.0,0.6666666666666666,"[[0, 4], [0, 4]]",2026-09-17,svm,doppler,shuffled_7,session
0.573394495412844,0.573394495412844,0.5446927374301676,0.8944954128440367,0.6770833333333334,"[[55, 163], [23, 195]]",2026-09-17,random_forest,doppler,shuffled_7,window
0.5,0.5,0.5,0.75,0.6,"[[1, 3], [1, 3]]",2026-09-17,random_forest,doppler,shuffled_7,session
0.725,0.5166666666666667,0.7567567567567568,0.9333333333333333,0.835820895522388,"[[16, 144], [32, 448]]",2026-09-21,svm,doppler,shuffled_7,window
0.75,0.5,0.75,1.0,0.8571428571428571,"[[0, 2], [0, 6]]",2026-09-21,svm,doppler,shuffled_7,session
0.4921875,0.503125,0.752442996742671,0.48125,0.5870393900889453,"[[84, 76], [249, 231]]",2026-09-21,random_forest,doppler,shuffled_7,window
0.25,0.3333333333333333,0.5,0.16666666666666666,0.25,"[[1, 1], [5, 1]]",2026-09-21,random_forest,doppler,shuffled_7,session
0.7825,0.51953125,0.8065789473684211,0.9578125,0.8757142857142857,"[[13, 147], [27, 613]]",2026-09-22,svm,doppler,shuffled_7,window
0.8,0.5,0.8,1.0,0.8888888888888888,"[[0, 2], [0, 8]]",2026-09-22,svm,doppler,shuffled_7,session
0.34625,0.53046875,0.8461538461538461,0.2234375,0.3535228677379481,"[[134, 26], [497, 143]]",2026-09-22,random_forest,doppler,shuffled_7,window
0.2,0.5,0.0,0.0,0.0,"[[2, 0], [8, 0]]",2026-09-22,random_forest,doppler,shuffled_7,session
0.5384615384615384,0.5005952380952381,0.5387596899224806,0.9928571428571429,0.6984924623115578,"[[4, 476], [4, 556]]",2026-09-24,svm,doppler,shuffled_7,window
0.5384615384615384,0.5,0.5384615384615384,1.0,0.7,"[[0, 6], [0, 7]]",2026-09-24,svm,doppler,shuffled_7,session
0.5317307692307692,0.4980654761904762,0.5374358974358975,0.9357142857142857,0.6827361563517915,"[[29, 451], [36, 524]]",2026-09-24,random_forest,doppler,shuffled_7,window
0.5384615384615384,0.5,0.5384615384615384,1.0,0.7,"[[0, 6], [0, 7]]",2026-09-24,random_forest,doppler,shuffled_7,session
