timestamp,stage,task,preprocessing,model,split_type,fold,accuracy,eer,auroc,n_train,n_test,notes
2026-09-18T10:19:52.234857+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,cross_day_pairwise,0,0.3588691290469676,,,760,2193,train=2026-09-17 test=2026-09-16 std=0.0000 epochs=1 seeds=[0]
2026-09-18T10:19:52.234857+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,leave_one_day_out,0,0.5407744874715262,,,2953,2195,train=2026-09-16+2026-09-17 test=2026-09-15 std=0.0000 epochs=1 seeds=[0]
2026-09-18T10:19:52.234857+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,leave_one_day_out,0,0.6976744186046512,,,2955,2193,train=2026-09-15+2026-09-17 test=2026-09-16 std=0.0000 epochs=1 seeds=[0]
2026-09-18T10:19:52.234857+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,leave_one_day_out,0,0.7157894736842105,,,4388,760,train=2026-09-15+2026-09-16 test=2026-09-17 std=0.0000 epochs=1 seeds=[0]
2026-09-18T11:14:39.229827+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,same_day,0,0.7994891443167306,,,1412,783,"train=2026-09-15 test=2026-09-15 std=0.0205 epochs=8 seeds=[0, 1, 2]"
2026-09-18T11:14:39.229827+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,same_day,1,0.7415921668795232,,,1412,783,"train=2026-09-15 test=2026-09-15 std=0.0443 epochs=8 seeds=[0, 1, 2]"
2026-09-18T11:14:39.229827+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,same_day,2,0.8436671966083731,,,1566,629,"train=2026-09-15 test=2026-09-15 std=0.0246 epochs=8 seeds=[0, 1, 2]"
2026-09-18T11:14:39.229827+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,same_day,0,0.8732860520094562,,,1488,705,"train=2026-09-16 test=2026-09-16 std=0.0162 epochs=8 seeds=[0, 1, 2]"
2026-09-18T11:14:39.229827+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,same_day,1,0.8948488718603661,,,1410,783,"train=2026-09-16 test=2026-09-16 std=0.0133 epochs=8 seeds=[0, 1, 2]"
2026-09-18T11:14:39.229827+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,same_day,2,0.8690307328605201,,,1488,705,"train=2026-09-16 test=2026-09-16 std=0.0478 epochs=8 seeds=[0, 1, 2]"
2026-09-18T11:14:39.229827+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,same_day,0,0.8558951965065503,,,531,229,"train=2026-09-17 test=2026-09-17 std=0.0311 epochs=8 seeds=[0, 1, 2]"
2026-09-18T11:14:39.229827+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,same_day,1,0.8366445916114791,,,458,302,"train=2026-09-17 test=2026-09-17 std=0.0056 epochs=8 seeds=[0, 1, 2]"
2026-09-18T11:14:39.229827+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,same_day,2,0.7787481804949055,,,531,229,"train=2026-09-17 test=2026-09-17 std=0.0350 epochs=8 seeds=[0, 1, 2]"
2026-09-18T11:14:39.229827+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,cross_day_pairwise,0,0.6918984648122816,,,2195,2193,"train=2026-09-15 test=2026-09-16 std=0.0168 epochs=8 seeds=[0, 1, 2]"
2026-09-18T11:14:39.229827+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,cross_day_pairwise,0,0.6048245614035088,,,2195,760,"train=2026-09-15 test=2026-09-17 std=0.0532 epochs=8 seeds=[0, 1, 2]"
2026-09-18T11:14:39.229827+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,cross_day_pairwise,0,0.6369020501138952,,,2193,2195,"train=2026-09-16 test=2026-09-15 std=0.0197 epochs=8 seeds=[0, 1, 2]"
2026-09-18T11:14:39.229827+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,cross_day_pairwise,0,0.46535087719298246,,,2193,760,"train=2026-09-16 test=2026-09-17 std=0.0189 epochs=8 seeds=[0, 1, 2]"
2026-09-18T11:14:39.229827+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,cross_day_pairwise,0,0.6555808656036447,,,760,2195,"train=2026-09-17 test=2026-09-15 std=0.0165 epochs=8 seeds=[0, 1, 2]"
2026-09-18T11:14:39.229827+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,cross_day_pairwise,0,0.6732026143790849,,,760,2193,"train=2026-09-17 test=2026-09-16 std=0.0160 epochs=8 seeds=[0, 1, 2]"
2026-09-18T11:14:39.229827+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,leave_one_day_out,0,0.7609719058466212,,,2953,2195,"train=2026-09-16+2026-09-17 test=2026-09-15 std=0.0089 epochs=8 seeds=[0, 1, 2]"
2026-09-18T11:14:39.229827+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,leave_one_day_out,0,0.6779145766833864,,,2955,2193,"train=2026-09-15+2026-09-17 test=2026-09-16 std=0.0008 epochs=8 seeds=[0, 1, 2]"
2026-09-18T11:14:39.229827+00:00,bilstm_ch6,taskB_identity,hampel+butterworth+phasecal+timenorm+windowzscore,bilstm_dualbranch,leave_one_day_out,0,0.6092105263157895,,,4388,760,"train=2026-09-15+2026-09-16 test=2026-09-17 std=0.0070 epochs=8 seeds=[0, 1, 2]"
