timestamp,epochs,split_type,train,test,fold,seed,accuracy,auroc,eer,far_unauthorized,far_none,frr,recall_anjali,recall_barath,n_train,n_test
2026-09-24T08:34:45.391067+00:00,8,same_day,2026-09-22,2026-09-22,0,0,0.7829077920359836,0.857577872085862,0.21854946287242333,0.7417763157894737,0.14314115308151093,0.0990073145245559,,0.9009926854754441,31154,7559
2026-09-24T08:34:45.391067+00:00,8,same_day,2026-09-22,2026-09-22,0,1,0.7815848657229792,0.8516317926536598,0.230849610159955,0.7105263157894737,0.1268389662027833,0.12225705329153605,,0.877742946708464,31154,7559
2026-09-24T08:34:45.391067+00:00,8,same_day,2026-09-22,2026-09-22,0,2,0.7920359835957137,0.8622122200759712,0.21232898724488297,0.7047697368421053,0.11530815109343936,0.11102403343782655,,0.8889759665621735,31154,7559
2026-09-24T08:43:38.946773+00:00,8,same_day,2026-09-22,2026-09-22,1,0,0.7035792887756284,0.8213583244429729,0.2379165510083731,0.4804069329314243,0.3949478748997594,0.08579626972740316,0.9142037302725968,,30080,8633
2026-09-24T08:43:38.946773+00:00,8,same_day,2026-09-22,2026-09-22,1,1,0.6859724313680065,0.811939865490798,0.25507188093271305,0.47965335342878673,0.4542902967121091,0.08751793400286945,0.9124820659971306,,30080,8633
2026-09-24T08:43:38.946773+00:00,8,same_day,2026-09-22,2026-09-22,1,2,0.7311479207691417,0.8207885052935269,0.2406646756718493,0.3967596081386586,0.351242983159583,0.11248206599713056,0.8875179340028695,,30080,8633
2026-09-24T08:52:22.000066+00:00,8,same_day,2026-09-22,2026-09-22,2,0,0.7983373558594797,0.8310516002710167,0.24538200007786692,0.31675592960979343,,0.17720695821817592,0.8175420960040211,0.8324125230202578,31255,7458
2026-09-24T08:52:22.000066+00:00,8,same_day,2026-09-22,2026-09-22,2,1,0.7837221775274873,0.8411765393675141,0.23852492183143503,0.26396327467482783,,0.2061453422207771,0.7858758482030661,0.8084714548802947,31255,7458
2026-09-24T08:52:22.000066+00:00,8,same_day,2026-09-22,2026-09-22,2,2,0.8405738803968893,0.8632225811094096,0.21417129504262591,0.30527926549349654,,0.12843440091042108,0.867303342548379,0.8793738489871087,31255,7458
2026-09-24T09:50:13.801825+00:00,8,same_day,2026-09-22,2026-09-22,3,0,0.8041005291005291,0.8751882287186099,0.1953673498654892,0.30292479108635095,0.10582576162479958,0.19938866682341877,0.7242699856390618,0.8743068391866913,31153,7560
2026-09-24T09:50:13.801825+00:00,8,same_day,2026-09-22,2026-09-22,3,1,0.805026455026455,0.879800423344421,0.19524978579306973,0.27019498607242337,0.13468733297701763,0.19609687279567364,0.7324078506462423,0.8729205175600739,31153,7560
2026-09-24T09:50:13.801825+00:00,8,same_day,2026-09-22,2026-09-22,3,2,0.8211640211640212,0.886959993589612,0.18335743509393146,0.3147632311977716,0.11758417958311064,0.1598871384904773,0.7659167065581618,0.9117375231053605,31153,7560
2026-09-24T10:01:24.920151+00:00,8,same_day,2026-09-22,2026-09-22,4,0,0.8330001332800213,0.8261873416794543,0.25026504648507586,0.510932944606414,,0.09003425216114826,0.9325358851674641,0.8982925018559762,31210,7503
2026-09-24T10:01:24.920151+00:00,8,same_day,2026-09-22,2026-09-22,4,1,0.8106090896974544,0.8226742720761907,0.2602602531797257,0.3870262390670554,,0.14516392105692383,0.8712918660287081,0.8463251670378619,31210,7503
2026-09-24T10:01:24.920151+00:00,8,same_day,2026-09-22,2026-09-22,4,2,0.8146074903371985,0.8155429226703846,0.2593249523403741,0.45626822157434405,,0.12477572989724352,0.8904306220095694,0.8673595644642416,31210,7503
2026-09-24T10:23:05.314959+00:00,8,cross_day_pairwise,2026-09-21,2026-09-22,0,0,0.6369694934518121,0.5850375297051751,0.446804691569987,0.9033187226048841,0.8338662790697674,0.04629319020462932,0.9500987717942111,0.9571487095452683,31558,38713
2026-09-24T10:23:05.314959+00:00,8,cross_day_pairwise,2026-09-21,2026-09-22,0,1,0.6486709890734379,0.5919665265935293,0.44134190550693697,0.8460864120225423,0.7296511627906976,0.07652633344515264,0.9220991153482779,0.9247849242113888,31558,38713
2026-09-24T10:23:05.314959+00:00,8,cross_day_pairwise,2026-09-21,2026-09-22,0,2,0.6466044997804355,0.6041700644049831,0.43269650351993844,0.7720726361928616,0.6151162790697674,0.13770546796377053,0.8617194881044404,0.862843097091356,31558,38713
2026-09-24T10:34:40.803922+00:00,8,cross_day_pairwise,2026-09-22,2026-09-21,0,0,0.6790671145192978,0.5595479065702411,0.4607497775473005,0.8121817070686494,0.5515789473684211,0.18465957811696107,0.789320644990748,0.84,38713,31558
2026-09-24T10:34:40.803922+00:00,8,cross_day_pairwise,2026-09-22,2026-09-21,0,1,0.6624310792825908,0.5660874988810195,0.4554447477314948,0.7555510287227541,0.48270676691729325,0.2289058480535071,0.7421799277469381,0.7984968684759917,38713,31558
2026-09-24T10:34:40.803922+00:00,8,cross_day_pairwise,2026-09-22,2026-09-21,0,2,0.6575828632993219,0.5518143766406941,0.4657476006121245,0.7653289875738439,0.4932330827067669,0.2319070485336992,0.7325755573178253,0.8017536534446764,38713,31558
